"","deaths","continentExp","CRPS","confirmed_today","deaths_today","Date","population","confirmed","recovered","imputed","recovered_imputed","active","active_imputed","new_confirmed","net_active","net_active_imputed","new_recovered","new_recovered_imputed","new_deaths","confirmed_pM","active_pM","recovered_pM","deaths_pM","new_confirmed_pM","net_active_pM","new_recovered_pM","new_deaths_pM","recovered_per_confirmed","deaths_per_confirmed","recovered_per_deaths","day_1","day_20","day_100","day_400","day_1000","day_2000","day_5000","day_10000"
"224",3014,"Asia","China",117,31,2020-03-05,1392730000,80497,27,TRUE,27,77456,77456,126.8,95.2,95.2,0,0,31.6,57.7979938681582,55.6145125042183,0.0193863850136064,2.16409497892628,0.0910442081379736,0.0683549575294565,0,0.0226892506085171,0.000335416226691678,0.0374423891573599,0.00895819508958195,66,66,47,44,41,39,37,34
"225",3044,"Asia","China",170,30,2020-03-06,1392730000,80667,27,TRUE,27,77596,77596,110.6,80,80,0,0,30.6,57.920056292318,55.7150345005852,0.0193863850136064,2.18563540671918,0.0794123771298098,0.0574411407810559,0,0.0219712363487539,0.000334709360705121,0.0377353812587551,0.00886990801576873,67,67,48,45,42,40,38,35
"226",3072,"Asia","China",101,28,2020-03-07,1392730000,80768,27,TRUE,27,77669,77669,95.8,68,68,0,0,27.8,57.9925757325541,55.7674495415479,0.0193863850136064,2.20573980599255,0.0687857660853145,0.0488249696638975,0,0.0199607964214169,0.000334290808240887,0.0380348652931854,0.0087890625,68,68,49,46,43,41,39,36
"227",3099,"Asia","China",46,27,2020-03-08,1392730000,80814,27,TRUE,27,77688,77688,76.4,51.4,51.4,0,0,25,58.0256043885032,55.7810918124834,0.0193863850136064,2.22512619100615,0.0548562894459084,0.0369059329518284,0,0.01795035649408,0.000334100527136387,0.0383473160590987,0.00871248789932236,69,69,50,47,44,42,40,37
"228",3122,"Asia","China",45,23,2020-03-09,1392730000,80859,27,TRUE,27,77710,77710,48.2,24.8,24.8,0,0,23.4,58.0579150301925,55.7968881261982,0.0193863850136064,2.24164051898071,0.0346082873205862,0.0178067536421273,0,0.0168015336784589,0.000333914592067673,0.0386104206087139,0.00864830237027546,70,70,51,48,45,43,41,38
"229",3139,"Asia","China",20,17,2020-03-10,1392730000,80879,27,TRUE,27,77713,77713,32.8,12.8,12.8,0,0,20,58.0722753153878,55.7990421689775,0.0193863850136064,2.25384676139668,0.0235508677202329,0.00919058252496895,0,0.014360285195264,0.000333832020672857,0.0388110634404481,0.00860146543485186,71,71,52,49,46,44,42,39
"230",3161,"Asia","China",29,22,2020-03-11,1392730000,80908,27,TRUE,27,77720,77720,28,12,12,0,0,16,58.0930977289209,55.8040682687958,0.0193863850136064,2.26964307511147,0.0201043992733696,0.00861617111715839,0,0.0114882281562112,0.000333712364661097,0.0390690660997676,0.0085416007592534,72,72,53,50,47,45,43,40
"231",3172,"Asia","China",24,11,2020-03-12,1392730000,80932,27,TRUE,27,77733,77733,22.8,8.4,8.4,0,0,14.4,58.1103300711552,55.8134024541727,0.0193863850136064,2.27754123196887,0.0163707251226009,0.00603131978201087,0,0.0103394053405901,0.000333613403845203,0.0391933969258143,0.00851197982345523,73,73,54,51,48,46,44,41
"232",3179,"Asia","China",22,7,2020-03-13,1392730000,80954,27,TRUE,27,77748,77748,23.2,10.4,10.4,0,0,12.8,58.12612638487,55.8241726680692,0.0193863850136064,2.28256733178721,0.0166579308265062,0.00746734830153727,0,0.00919058252496895,0.00033352274130988,0.0392692146157077,0.00849323686693929,74,74,55,52,49,47,45,42
"233",3194,"Asia","China",19,15,2020-03-14,1392730000,80973,27,TRUE,27,77752,77752,22.4,11.4,11.4,0,0,11,58.1397686558055,55.8270447251082,0.0193863850136064,2.29333754568366,0.0160835194186957,0.00818536256130047,0,0.00789815685739519,0.000333444481493831,0.0394452471811592,0.0084533500313087,75,75,56,53,50,48,46,43
"234",3203,"Asia","China",22,9,2020-03-15,1392730000,80995,27,TRUE,27,77765,77765,26.2,15.6,15.6,0,0,10.6,58.1555649695203,55.8363789104852,0.0193863850136064,2.29979967402153,0.0188119736057958,0.0112010224523059,0,0.00761095115348991,0.000333353910735231,0.039545650966109,0.00842959725257571,76,76,57,54,51,49,47,44
"235",3216,"Asia","China",25,13,2020-03-16,1392730000,81020,27,TRUE,27,77777,77777,26.4,14,14,0,0,12.4,58.1735153260144,55.8449950816023,0.0193863850136064,2.30913385939845,0.0189555764577485,0.0100521996366848,0,0.00890337682106367,0.000333251049123673,0.0396939027400642,0.0083955223880597,77,77,58,55,52,50,48,45
"236",3225,"Asia","China",43,9,2020-03-17,1392730000,81063,27,TRUE,27,77811,77811,31.4,20.4,20.4,0,0,11,58.2043899391842,55.8694075664343,0.0193863850136064,2.31559598773632,0.0225456477565644,0.0146474908991693,0,0.00789815685739519,0.000333074275563451,0.0397838718034122,0.00837209302325581,78,78,59,56,53,51,49,46
"237",3241,"Asia","China",23,16,2020-03-18,1392730000,81086,27,TRUE,27,77818,77818,46.8,36.8,36.8,0,0,10,58.2209042671587,55.8744336662526,0.0193863850136064,2.32708421589253,0.0336030673569177,0.0264229247592857,0,0.00718014259763199,0.000332979799225514,0.0399699084922181,0.00833076211045974,79,79,60,57,54,52,50,47
"238",3249,"Asia","China",44,8,2020-03-19,1392730000,81130,27,TRUE,27,77854,77854,52.2,43.6,43.6,0,0,8.6,58.2524968945883,55.9002821796041,0.0193863850136064,2.33282832997063,0.037480344359639,0.0313054217256755,0,0.00617492263396351,0.000332799211142611,0.0400468384074941,0.00831024930747922,80,80,61,58,55,53,51,48
"239",3253,"Asia","China",99,4,2020-03-20,1392730000,81229,27,TRUE,27,77949,77949,56.6,48.6,48.6,0,0,8,58.3235803063049,55.9684935342816,0.0193863850136064,2.33570038700969,0.0406396071025971,0.0348954930244915,0,0.00574411407810559,0.000332393603269768,0.0400472737569095,0.0083000307408546,81,81,62,59,56,54,52,49
"240",3259,"Asia","China",52,6,2020-03-21,1392730000,81281,27,TRUE,27,77995,77995,79.6,73,73,0,0,6.6,58.3609170478126,56.0015221902307,0.0193863850136064,2.34000847256827,0.0571539350771506,0.0524150409627135,0,0.00473889411443711,0.000332180952498124,0.0400954712663476,0.00828474992328935,82,82,63,60,57,55,53,50
"241",3265,"Asia","China",65,6,2020-03-22,1392730000,81346,27,TRUE,27,78054,78054,84.6,78.2,78.2,0,0,6.4,58.4075879746972,56.0438850315567,0.0193863850136064,2.34431655812684,0.0607440063759666,0.0561487151134822,0,0.00459529126248447,0.000331915521353232,0.040137191748826,0.00826952526799388,83,83,64,61,58,56,54,51
"242",3274,"Asia","China",138,9,2020-03-23,1392730000,81484,27,TRUE,27,78183,78183,80.4,74,74,0,0,6.4,58.5066739425445,56.1365088710662,0.0193863850136064,2.35077868646471,0.0577283464849612,0.0531330552224767,0,0.00459529126248447,0.000331353394531442,0.0401796671739237,0.00824679291386683,84,84,65,62,59,57,55,52
"243",3281,"Asia","China",69,7,2020-03-24,1392730000,81553,27,TRUE,27,78245,78245,90.4,84,84,0,0,6.4,58.5562169264682,56.1810257551715,0.0193863850136064,2.35580478628306,0.0649084890825932,0.0603131978201087,0,0.00459529126248447,0.000331073044523193,0.040231505891874,0.00822919841511734,85,85,66,63,60,58,56,53
"244",3285,"Asia","China",78,4,2020-03-25,1392730000,81631,27,TRUE,27,78319,78319,96.2,90,90,0,0,6.2,58.6122220387297,56.234158810394,0.0193863850136064,2.35867684332211,0.0690729717892197,0.0646212833786879,0,0.00445168841053183,0.000330756697823131,0.0402420649018143,0.00821917808219178,86,86,67,64,61,59,57,54
"245",3291,"Asia","China",102,6,2020-03-26,1392730000,81733,27,TRUE,27,78415,78415,92.4,87.4,87.4,0,0,5,58.6854594932255,56.3030881793312,0.0193863850136064,2.36298492888069,0.0663445176021196,0.0627544463033036,0,0.003590071298816,0.000330343924730525,0.0402652539365984,0.00820419325432999,87,87,68,65,62,60,58,55
"246",3296,"Asia","China",94,5,2020-03-27,1392730000,81827,27,TRUE,27,78504,78504,101.2,96.6,96.6,0,0,4.6,58.7529528336433,56.3669914484502,0.0193863850136064,2.3665750001795,0.0726630430880357,0.069360177493125,0,0.00330286559491072,0.000329964437166217,0.0402801031444389,0.00819174757281553,88,88,69,66,63,61,59,56
"247",3299,"Asia","China",119,3,2020-03-28,1392730000,81946,27,TRUE,27,78620,78620,105.2,101,101,0,0,4.2,58.8383965305551,56.4502811025827,0.0193863850136064,2.36872904295879,0.0755351001270885,0.0725194402360831,0,0.00301565989100544,0.00032948527078808,0.0402582188270324,0.0081842982722037,89,89,70,67,64,62,60,57
"248",3304,"Asia","China",113,5,2020-03-29,1392730000,82059,27,TRUE,27,78728,78728,101.6,98,98,0,0,3.6,58.9195321419083,56.5278266426371,0.0193863850136064,2.37231911425761,0.072950248791941,0.0703653974567935,0,0.00258485133514752,0.000329031550469784,0.0402637126945247,0.00817191283292978,90,90,71,68,65,63,61,58
"249",3306,"Asia","China",98,2,2020-03-30,1392730000,82157,27,TRUE,27,78824,78824,93.6,90.8,90.8,0,0,2.8,58.9898975393651,56.5967560115744,0.0193863850136064,2.37375514277714,0.0672061347138354,0.0651956947864985,0,0.00201043992733696,0.000328639069099407,0.0402400282386163,0.00816696914700544,91,91,72,69,66,64,62,59
"250",3309,"Asia","China",84,3,2020-03-31,1392730000,82241,27,TRUE,27,78905,78905,89.8,86.4,86.4,0,0,3.4,59.0502107371852,56.6549151666152,0.0193863850136064,2.37590918555642,0.0644776805267353,0.0620364320435404,0,0.00244124848319488,0.000328303400980046,0.0402354056978879,0.00815956482320943,92,92,73,70,67,65,63,60
"251",3310,"Asia","China",54,1,2020-04-01,1392730000,82295,27,TRUE,27,78958,78958,81.2,76.8,76.8,0,0,4.4,59.0889835072125,56.6929699223827,0.0193863850136064,2.37662719981619,0.0583027578927717,0.0551434951498137,0,0.00315926274295808,0.000328087976183243,0.0402211555987606,0.0081570996978852,93,93,74,71,68,66,64,61
"252",3316,"Asia","China",100,6,2020-04-02,1392730000,82395,27,TRUE,27,79052,79052,74,69.2,69.2,0,0,4.8,59.1607849331888,56.7604632628004,0.0193863850136064,2.38093528537477,0.0531330552224767,0.0496865867756134,0,0.00344646844686336,0.000327689787001638,0.0402451605073123,0.00814234016887817,94,94,75,72,69,67,65,62
"253",3326,"Asia","China",70,10,2020-04-03,1392730000,82465,27,TRUE,27,79112,79112,66.8,62,62,0,0,4.8,59.2110459313722,56.8035441183862,0.0193863850136064,2.3881154279724,0.0479633525521817,0.0445168841053183,0,0.00344646844686336,0.000327411629176014,0.0403322621718305,0.00811785929043897,95,95,76,73,70,68,66,63
"254",3330,"Asia","China",62,4,2020-04-04,1392730000,82527,27,TRUE,27,79170,79170,69.4,64.4,64.4,0,0,5,59.2555628154775,56.8451889454525,0.0193863850136064,2.39098748501145,0.049830189627566,0.04624011832875,0,0.00359007129881599,0.000327165654876586,0.0403504307681123,0.00810810810810811,96,96,77,74,71,69,67,64
"255",3333,"Asia","China",48,3,2020-04-05,1392730000,82575,27,TRUE,27,79215,79215,60.6,56.8,56.8,0,0,3.8,59.2900274999461,56.8774995871418,0.0193863850136064,2.39314152779074,0.0435116641416499,0.0407832099545497,0,0.00272845418710016,0.000326975476839237,0.0403633060853769,0.0081008100810081,97,97,78,75,72,70,68,65
"256",3335,"Asia","China",67,2,2020-04-06,1392730000,82642,27,TRUE,27,79280,79280,63.8,61.6,61.6,0,0,2.2,59.3381344553503,56.9241705140264,0.0193863850136064,2.39457755631027,0.0458093097728921,0.0442296784014131,0,0.00157963137147904,0.000326710389390383,0.0403547832821084,0.00809595202398801,98,98,79,76,73,71,69,66
"257",3335,"Asia","China",56,0,2020-04-07,1392730000,82698,27,TRUE,27,79336,79336,68.6,66.8,66.8,0,0,1.8,59.378343253897,56.9643793125732,0.0193863850136064,2.39457755631027,0.0492557782197554,0.0479633525521817,0,0.00129242566757376,0.000326489153304796,0.0403274565285738,0.00809595202398801,99,99,80,77,74,72,70,67
"258",3337,"Asia","China",86,2,2020-04-08,1392730000,82784,27,TRUE,27,79420,79420,70,68.6,68.6,0,0,1.4,59.4400924802367,57.0246925103933,0.0193863850136064,2.39601358482979,0.0502609981834239,0.0492557782197555,0,0.00100521996366848,0.000326149980672594,0.0403097216853498,0.00809109979023075,100,100,81,78,75,73,71,68
"259",3339,"Asia","China",86,2,2020-04-09,1392730000,82870,27,TRUE,27,79504,79504,72.4,70.8,70.8,0,0,1.6,59.5018417065763,57.0850057082134,0.0193863850136064,2.39744961334932,0.0519842324068556,0.0508354095912345,0,0.00114882281562112,0.000325811512006758,0.0402920236515024,0.00808625336927224,101,101,82,79,76,74,72,69
"260",3340,"Asia","China",55,1,2020-04-10,1392730000,82925,27,TRUE,27,79558,79558,79.8,78.2,78.2,0,0,1.6,59.5413324908633,57.1237784782406,0.0193863850136064,2.39816762760908,0.0572975379291033,0.0561487151134822,0,0.00114882281562112,0.000325595417545975,0.040277359059391,0.00808383233532934,102,102,83,80,77,75,73,70
"261",3343,"Asia","China",79,3,2020-04-11,1392730000,83004,27,TRUE,27,79634,79634,85,83.4,83.4,0,0,1.6,59.5980556173846,57.1783475619826,0.0193863850136064,2.40032167038837,0.0610312120798719,0.0598823892642508,0,0.00114882281562112,0.000325285528408269,0.0402751674618091,0.00807657792402034,103,103,84,81,78,76,74,71
"262",3343,"Asia","China",93,0,2020-04-12,1392730000,83097,27,TRUE,27,79727,79727,86.6,85.4,85.4,0,0,1.2,59.6648309435425,57.2451228881406,0.0193863850136064,2.40032167038837,0.062180034895493,0.0613184177837772,0,0.000861617111715839,0.00032492147730965,0.0402300925424504,0.00807657792402034,104,104,85,82,79,77,75,72
"263",3345,"Asia","China",112,2,2020-04-13,1392730000,83209,27,TRUE,27,79837,79837,85.4,84.2,84.2,0,0,1.2,59.745248540636,57.3241044567145,0.0193863850136064,2.4017576989079,0.0613184177837772,0.0604568006720613,0,0.000861617111715839,0.000324484130322441,0.0401999783677246,0.00807174887892377,105,105,86,83,80,78,76,73
"264",3345,"Asia","China",94,0,2020-04-14,1392730000,83303,27,TRUE,27,79931,79931,79.6,79,79,0,0,0.6,59.8127418810538,57.3915977971322,0.0193863850136064,2.4017576989079,0.0571539350771506,0.0567231265212927,0,0.000430808555857919,0.000324117978944336,0.040154616280326,0.00807174887892377,106,106,87,84,81,79,77,74
"265",3346,"Asia","China",49,1,2020-04-15,1392730000,83352,27,TRUE,27,79979,79979,131.4,-127.2,-127.2,0,0,258.6,59.8479245797822,57.4260624816009,0.0193863850136064,2.40247571316766,0.0943470737328843,-0.0913314138418789,0,0.185678487574763,0.000323927440253383,0.0401430079662156,0.00806933652121937,107,107,88,85,82,80,78,75
"266",3346,"Asia","China",50,0,2020-04-16,1392730000,83402,27,TRUE,27,80029,80029,115.2,-143,-143,0,0,258.2,59.8838252927703,57.461963194589,0.0193863850136064,2.40247571316766,0.0827152427247205,-0.102676039146137,0,0.185391281870858,0.000323733243807103,0.0401189419917988,0.00806933652121937,108,108,89,86,83,81,79,76
"267",4636,"Asia","China",352,1290,2020-04-17,1392730000,83754,27,TRUE,27,79091,79091,100,-158.2,-158.2,0,0,258.2,60.136566312207,56.7884658189312,0.0193863850136064,3.32871410826219,0.0718014259763199,-0.113589855894538,0,0.185391281870858,0.000322372662798195,0.0553525801752752,0.00582398619499569,109,109,90,87,84,82,80,77
"268",4636,"Asia","China",31,0,2020-04-18,1392730000,83785,27,TRUE,27,79122,79122,93,-165,-165,0,0,258,60.1588247542596,56.8107242609838,0.0193863850136064,3.32871410826219,0.0667753261579775,-0.118472352860928,0,0.185247679018905,0.000322253386644387,0.055332100017903,0.00582398619499569,110,110,91,88,85,83,81,78
"269",4636,"Asia","China",18,0,2020-04-19,1392730000,83803,27,TRUE,27,79140,79140,89.4,-168.6,-168.6,0,0,258,60.1717490109354,56.8236485176596,0.0193863850136064,3.32871410826219,0.06419047482283,-0.121057204196075,0,0.185247679018905,0.00032218417001778,0.0553202152667566,0.00582398619499569,111,111,92,89,86,84,82,79
"270",4636,"Asia","China",14,0,2020-04-20,1392730000,83817,27,TRUE,27,79154,79154,22,22,22,0,0,0,60.181801210572,56.8337007172962,0.0193863850136064,3.32871410826219,0.0157963137147904,0.0157963137147904,0,0,0.000322130355417159,0.0553109751005166,0.00582398619499569,112,112,93,90,87,85,83,80
"271",4636,"Asia","China",32,0,2020-04-21,1392730000,83849,27,TRUE,27,79186,79186,18.2,18.2,18.2,0,0,0,60.2047776668845,56.8566771736087,0.0193863850136064,3.32871410826219,0.0130678595276902,0.0130678595276902,0,0,0.000322007418096817,0.0552898663072905,0.00582398619499569,113,113,94,91,88,86,84,81
"272",4636,"Asia","China",15,0,2020-04-22,1392730000,83864,27,TRUE,27,79201,79201,16.2,16.2,16.2,0,0,0,60.2155478807809,56.8674473875051,0.0193863850136064,3.32871410826219,0.0116318310081638,0.0116318310081638,0,0,0.0003219498235238,0.0552799771057903,0.00582398619499569,114,114,95,92,89,87,85,82
"273",4636,"Asia","China",12,0,2020-04-23,1392730000,83876,27,TRUE,27,79213,79213,16.4,16.4,16.4,0,0,0,60.2241640518981,56.8760635586223,0.0193863850136064,3.32871410826219,0.0117754338601165,0.0117754338601165,0,0,0.000321903762697315,0.0552720682912871,0.00582398619499569,115,115,96,93,90,88,86,83
"274",4636,"Asia","China",8,0,2020-04-24,1392730000,83884,27,TRUE,27,79221,79221,12,12,12,0,0,0,60.2299081659762,56.8818076727004,0.0193863850136064,3.32871410826219,0.00861617111715839,0.00861617111715839,0,0,0.000321873062801011,0.0552667970053884,0.00582398619499569,116,116,97,94,91,89,87,84
"275",4636,"Asia","China",15,0,2020-04-25,1392730000,83899,27,TRUE,27,79236,79236,9.6,9.4,9.4,0,0,0.2,60.2406783798726,56.8925778865968,0.0193863850136064,3.32871410826219,0.00689293689372671,0.00674933404177407,0,0.00014360285195264,0.000321815516275522,0.0552569160538266,0.00582398619499569,117,117,98,95,92,90,88,85
"276",4636,"Asia","China",10,0,2020-04-26,1392730000,83909,27,TRUE,27,79246,79246,12.4,12.2,12.2,0,0,0.2,60.2478585224703,56.8997580291945,0.0193863850136064,3.32871410826219,0.00890337682106367,0.00875977396911103,0,0.00014360285195264,0.00032177716335554,0.0552503307154179,0.00582398619499569,118,118,99,96,93,91,89,86
"277",4637,"Asia","China",3,1,2020-04-27,1392730000,83912,27,TRUE,27,79248,79248,11.2,11,11,0,0,0.2,60.2500125652495,56.901194057714,0.0193863850136064,3.32943212252195,0.00804175970934783,0.00789815685739519,0,0.00014360285195264,0.000321765659262084,0.0552602726666031,0.00582273021350011,119,119,100,97,94,92,90,87
"278",4637,"Asia","China",26,0,2020-04-28,1392730000,83938,27,TRUE,27,79274,79274,9,8.8,8.8,0,0,0.2,60.2686809360034,56.9198624284678,0.0193863850136064,3.32943212252195,0.00646212833786879,0.00631852548591615,0,0.00014360285195264,0.000321665991565203,0.0552431556625128,0.00582273021350011,120,120,101,98,95,93,91,88
"279",4637,"Asia","China",2,0,2020-04-29,1392730000,83940,27,TRUE,27,79276,79276,9.4,9.2,9.2,0,0,0.2,60.2701169645229,56.9212984569874,0.0193863850136064,3.32943212252195,0.00674933404177407,0.00660573118982143,0,0.00014360285195264,0.000321658327376698,0.0552418394091017,0.00582273021350011,121,121,102,99,96,94,92,89
"280",4637,"Asia","China",4,0,2020-04-30,1392730000,83944,27,TRUE,27,79280,79280,9.4,9.4,9.4,0,0,0,60.272989021562,56.9241705140264,0.0193863850136064,3.32943212252195,0.00674933404177407,0.00674933404177407,0,0,0.000321643000095302,0.0552392070904412,0.00582273021350011,122,122,103,100,97,95,93,90
"281",4637,"Asia","China",12,0,2020-05-01,1392730000,83956,27,TRUE,27,79292,79292,4.6,4.6,4.6,0,0,0,60.2816051926791,56.9327866851436,0.0193863850136064,3.32943212252195,0.00330286559491072,0.00330286559491072,0,0,0.00032159702701415,0.0552313116394302,0.00582273021350011,123,123,104,101,98,96,94,91
"282",4637,"Asia","China",3,0,2020-05-02,1392730000,83959,27,TRUE,27,79295,79295,4.8,4.8,4.8,0,0,0,60.2837592354584,56.9349407279229,0.0193863850136064,3.32943212252195,0.00344646844686335,0.00344646844686335,0,0,0.000321585535797234,0.055229338129325,0.00582273021350011,124,124,105,102,99,97,95,92
"283",4637,"Asia","China",2,0,2020-05-03,1392730000,83961,27,TRUE,27,79297,79297,4.4,4.4,4.4,0,0,0,60.2851952639779,56.9363767564424,0.0193863850136064,3.32943212252195,0.00315926274295808,0.00315926274295808,0,0,0.00032157787544217,0.0552280225342719,0.00582273021350011,125,125,106,103,100,98,96,93
"284",4637,"Asia","China",3,0,2020-05-04,1392730000,83964,27,TRUE,27,79300,79300,2.4,2.4,2.4,0,0,0,60.2873493067572,56.9385307992217,0.0193863850136064,3.32943212252195,0.00172323422343168,0.00172323422343168,0,0,0.000321566385593826,0.0552260492592063,0.00582273021350011,126,126,107,104,101,99,97,94
"285",4637,"Asia","China",2,0,2020-05-05,1392730000,83966,27,TRUE,27,79302,79302,2.2,2.2,2.2,0,0,0,60.2887853352768,56.9399668277412,0.0193863850136064,3.32943212252195,0.00157963137147904,0.00157963137147904,0,0,0.000321558726151061,0.0552247338208322,0.00582273021350011,127,127,108,105,102,100,98,95
"286",4637,"Asia","China",2,0,2020-05-06,1392730000,83968,27,TRUE,27,79304,79304,3,3,3,0,0,0,60.2902213637963,56.9414028562607,0.0193863850136064,3.32943212252195,0.0021540427792896,0.0021540427792896,0,0,0.000321551067073171,0.0552234184451219,0.00582273021350011,128,128,109,106,103,101,99,96
"287",4637,"Asia","China",2,0,2020-05-07,1392730000,83970,27,TRUE,27,79306,79306,2.4,2.4,2.4,0,0,0,60.2916573923158,56.9428388847803,0.0193863850136064,3.32943212252195,0.00172323422343168,0.00172323422343168,0,0,0.000321543408360129,0.055222103132071,0.00582273021350011,129,129,110,107,104,102,100,97
"288",4637,"Asia","China",6,0,2020-05-08,1392730000,83976,27,TRUE,27,79312,79312,,,,,,,60.2959654778744,56.9471469703388,0.0193863850136064,3.32943212252195,,,,,0.000321520434409831,0.0552181575688292,0.00582273021350011,130,130,111,108,105,103,101,98
"289",4637,"Asia","China",0,0,2020-05-09,1392730000,83976,27,TRUE,27,79312,79312,,,,,,,60.2959654778744,56.9471469703388,0.0193863850136064,3.32943212252195,,,,,0.000321520434409831,0.0552181575688292,0.00582273021350011,131,131,112,109,106,104,102,99
"290",428,"America","Colombia",595,21,2020-05-09,49648685,10051,1,TRUE,1,9622,9622,,,,,,,202.442421183965,193.801708947578,0.0201415203645373,8.62057071602199,,,,,9.94925878022087e-05,0.0425828275793453,0.00233644859813084,60,56,52,45,38,31,14,1
"291",514,"Europe","Denmark",100,8,2020-05-08,5797446,10083,0,TRUE,0,9569,9569,,,,,,,1739.21412980819,1650.55439929928,0,88.6597305089172,,,,,,0.050976891798076,,72,64,60,58,52,42,31,1
"292",522,"Europe","Denmark",135,8,2020-05-09,5797446,10218,0,TRUE,0,9696,9696,,,,,,,1762.50024579789,1672.4605973044,0,90.0396484934918,,,,,,0.0510863182618908,,73,65,61,59,53,43,32,2
"293",507,"America","Ecuador",660,33,2020-04-21,17084357,10128,0,TRUE,0,9621,9621,480,456.8,456.8,0,0,23.2,592.823013473671,563.146742953217,0,29.6762705204533,28.0958774158138,26.7379100073828,0,1.357967408431,,0.0500592417061611,,47,39,35,32,28,21,11,1
"294",520,"America","Ecuador",270,13,2020-04-22,17084357,10398,0,TRUE,0,9878,9878,432.2,411.4,411.4,0,0,20.8,608.626944520066,578.189743986268,0,30.4372005337983,25.2979962898223,24.0805082684704,0,1.21748802135193,,0.0500096172340835,,48,40,36,33,29,22,12,2
"295",537,"America","Ecuador",452,17,2020-04-23,17084357,10850,0,TRUE,0,10313,10313,343,322.6,322.6,0,0,20.4,635.083895753291,603.651632894349,0,31.4322628589417,20.0768457367169,18.8827709465448,0,1.19407479017209,,0.0494930875576037,,49,41,37,34,30,23,13,3
"296",560,"America","Ecuador",333,23,2020-04-24,17084357,11183,0,TRUE,0,10623,10623,211,197.2,197.2,0,0,13.8,654.575410710511,621.796887058729,0,32.7785236517827,12.3504794473681,11.5427229716635,0,0.807756475704646,,0.0500760082267728,,50,42,38,35,31,24,14,4
"297",576,"America","Ecuador",0,16,2020-04-25,17084357,11183,0,TRUE,0,10607,10607,2464.2,2453,2453,0,0,11.2,654.575410710511,620.860357811535,0,33.7150528989765,144.237210683434,143.581640210398,0,0.655570473035655,,0.0515067513189663,,51,43,39,36,32,25,15,5
"298",576,"America","Ecuador",0,0,2020-04-26,17084357,11183,0,TRUE,0,10607,10607,2478,2452.8,2452.8,0,0,25.2,654.575410710511,620.860357811535,0,33.7150528989765,145.044967159139,143.569933594808,0,1.47503356433022,,0.0515067513189663,,52,44,40,37,33,26,16,6
"299",576,"America","Ecuador",11536,0,2020-04-27,17084357,22719,0,TRUE,0,22143,22143,2615,2552.8,2552.8,0,0,62.2,1329.81299793724,1296.09794503826,0,33.7150528989765,153.063998838236,149.42324138977,0,3.64075744846587,,0.0253532285752014,,53,45,41,38,34,27,17,7
"300",663,"America","Ecuador",521,87,2020-04-28,17084357,23240,0,TRUE,0,22577,22577,2698.4,2637,2637,0,0,61.4,1360.30873154898,1321.50130086839,0,38.8074306805928,157.945657539233,154.351726553127,0,3.59393098610618,,0.0285283993115318,,54,46,42,39,35,28,18,8
"301",871,"America","Ecuador",1018,208,2020-04-29,17084357,24258,0,TRUE,0,23387,23387,2750.2,2685.4,2685.4,0,0,64.8,1419.89540490169,1368.91309400758,0,50.9823108941121,160.977670977023,157.184727525888,0,3.79294345113486,,0.0359056806002144,,55,47,43,40,36,29,19,9
"302",883,"America","Ecuador",417,12,2020-04-30,17084357,24675,0,TRUE,0,23792,23792,723.4,626,626,0,0,97.4,1444.30369840668,1392.61899057717,0,51.6847078295074,42.3428285887494,36.6417067964571,0,5.70112179229221,,0.0357852077001013,,56,48,44,41,37,30,20,10
"303",900,"America","Ecuador",259,17,2020-05-01,17084357,24934,0,TRUE,0,24034,24034,844.8,703.2,703.2,0,0,141.6,1459.46376559563,1406.78399544098,0,52.6797701546508,49.4487442518323,41.1604604141672,0,8.28828383766507,,0.0360952915697441,,57,49,45,42,38,31,21,11
"304",1063,"America","Ecuador",1402,163,2020-05-02,17084357,26336,0,TRUE,0,25273,25273,1056,917.4,917.4,0,0,138.6,1541.52714088098,1479.30647902054,0,62.2206618604376,61.8109303147903,53.6982457109741,0,8.11268460381623,,0.0403630012150668,,58,50,46,43,39,32,22,12
"305",1371,"America","Ecuador",1128,308,2020-05-03,17084357,27464,0,TRUE,0,26093,26093,1441.2,1304,1304,0,0,137.2,1607.55245280814,1527.30360293923,0,80.2488498689181,84.3578719409809,76.3271336462941,0,8.03073829468677,,0.04991989513545,,59,51,47,44,40,33,23,13
"306",1564,"America","Ecuador",2074,193,2020-05-04,17084357,29538,0,TRUE,0,27974,27974,1389.4,1255.6,1255.6,0,0,133.8,1728.95005647564,1637.40432256245,0,91.5457339131932,81.325858503191,73.4941326735329,0,7.83172582965809,,0.0529487439907915,,60,52,48,45,41,34,24,14
"307",1569,"America","Ecuador",2343,5,2020-05-05,17084357,31881,0,TRUE,0,30312,30312,616.8,505.8,505.8,0,0,111,1866.09305811158,1774.25465880864,0,91.8383993029413,36.1032024793207,29.6060308269138,0,6.49717165240694,,0.0492142655500141,,61,53,49,46,42,35,25,15
"308",1569,"America","Ecuador",0,0,2020-05-06,17084357,31881,0,TRUE,0,30312,30312,566.8,510.2,510.2,0,0,56.6,1866.09305811158,1774.25465880864,0,91.8383993029413,33.1765485818401,29.8635763698921,0,3.31297221194804,,0.0492142655500141,,62,54,50,47,43,36,26,16
